region,incgroup,offshore,country,cntrycode,bankname 2013,bankname 2009,spec,index_consol,cons_code,index_unconsol,unconsol_code,ISIN,Ticker,Swift,yoe,yoi,note_2009,note_2013,added2014,active2013,own1995,own1996,own1997,own1998,own1999,own2000,own2001,own2002,own2003,own2004,own2005,own2006,own2007,own2008,own2009,own2010,own2011,own2012,own2013,ownsou1995,ownsou1996,ownsou1997,ownsou1998,ownsou1999,ownsou2000,ownsou2001,ownsou2002,ownsou2003,ownsou2004,ownsou2005,ownsou2006,ownsou2007,ownsou2008,ownsou2009,ownsou2010,ownsou2011,ownsou2012,ownsou2013
ECA,DEV,0,ALBANIA,ALB,Alpha Bank SH.A,Alpha Bank SH.A,Commercial Banks,14561,U1,14561,U1,Unlisted,Unlisted,CRBA AL TR,1998,,,,1,Active,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE
ECA,DEV,0,ALBANIA,ALB,Banka Kombetare Tregtare Sh.a.-National Commercial Bank,Banka Kombetare Tregtare Sh.s.-National Commercial Bank,Commercial Banks,17265,U1,17265,U1,,Unlisted,NCBA AL TX,1993,,"Established January 1, 1993 from the merger of National Bank of Albania and Commercial Bank of Albania.","BKT accomplished its privatization process in the year 2000. On July 6, 2000, The Albanian Parliament approved the sale contract between the Ministry of Finance and the Consortium of International Investors consisting of Kentbank (60% of shares), International Finance Corporation (20%) and European Bank for Reconstruction and Development (20%). Kent Bank is a Croatian bank. In 2006  60% plus 2 of the BKT shares possessed by Kent Bank were sold to Calik-Seker Konsorsiyum Yatirim A.S. (Turkisch)",0,Active,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DOM,DOM,DOM,DOM,DOM,CROATIA,CROATIA,CROATIA,CROATIA,CROATIA,CROATIA,TURKEY,TURKEY,TURKEY,TURKEY,TURKEY,TURKEY,TURKEY,TURKEY
ECA,DEV,0,ALBANIA,ALB,Banka Societe Generale Albania Sh.A,Banka Popullore Sh.A,Commercial Banks,40931,U1,40931,U1,,Unlisted,PUPP AL TR,2004,,"Established on March 1, 2004.",Acquired by Society Generale in 2007,0,Active,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,,,,,,,,,,DOM,DOM,DOM,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE
ECA,DEV,0,ALBANIA,ALB,Credins Bank Sh.A,Credins Bank Sh.A,Commercial Banks,40932,U1,40932,U1,,Unlisted,CDIS AL TR,2003,,,"On January 12, 2008, CREDINS bank announced the participation of the two new shareholders. These two shareholders are: Balkan Financial Sector Equity Holding B.V. (BFSE Holding B.V), the Netherlands, represented by Development Financial Equity Partners (DFE); and State Secretariat for Economic Affairs (SECO), the other shareholder is represented by Swiss Investment Fund for Emerging Markets (SIFEM AG).",0,Active,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
ECA,DEV,0,ALBANIA,ALB,Credit Agricole Bank (Albania),Emporiki Bank - Albania SA,Commercial Banks,40598,U1,40598,U1,,Unlisted,EMPO AL TR,1998,,,Emporiki Bank - Albania SA was renamed to Credit Agricole Bank (Albania) in 2012.,0,Active,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,FRANCE,FRANCE
ECA,DEV,0,ALBANIA,ALB,First Investment Bank Ltd,First Investment Bank Ltd,Commercial Banks,39008,U1,39008,U1,,Unlisted,FINV AL TR,2006,,,,0,Active,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,BULGARIA,BULGARIA,BULGARIA,BULGARIA,BULGARIA,BULGARIA,BULGARIA,BULGARIA
ECA,DEV,0,ALBANIA,ALB,International Commercial Bank-Banka Tregtare Nderkombetare,International Commercial Bank-Banka Tregtare Nderkombetare,Commercial Banks,48654,U1,48654,U1,,Unlisted,ICOA AL TR,1997,,Established in 1997.,,0,Active,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND,SWITZERLAND
ECA,DEV,0,ALBANIA,ALB,Intesa Sanpaolo Bank Albania,Intesa Sanpaolo Bank Albania,Commercial Banks,17264,C1,17264,C1,,Unlisted,UNITED STATESL AL TR,1998,,"Established in 1998. In January 2008, American Bank of Albania absorbed Italian-Albanian Bank. In September 2008, changed its name to Intesa Sanpaolo Bank Albania.",,0,Active,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,UNITED STATES,UNITED STATES,UNITED STATES,UNITED STATES,UNITED STATES,UNITED STATES,UNITED STATES,UNITED STATES,UNITED STATES,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY
ECA,DEV,0,ALBANIA,ALB,Veneto Banka Sh.a..,Italian Development Bank,Commercial Banks,48887,U1,48887,U1,,Unlisted,ITSV AL TR,1993,,"Established in 1993. In November 2006, Dardania Bank changed its name to Italian Development Bank.",Italian Development Bank changed its name to Veneto Banka.,0,Active,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY
ECA,DEV,0,ALBANIA,ALB,Italian-Albanian Bank-Banca Italo Albanese/ Banka Italo Shqiptare,Italian-Albanian Bank-Banca Italo Albanese/ Banka Italo Shqiptare,Commercial Banks,47263,U1,47263,U1,,Unlisted,,1992,2008,"In January 2008, Italian-Albanian Bank was absorbed by Intesa Sanpaolo Bank Albania.",,0,Dissolved,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,ITALY,,,,,,
ECA,DEV,0,ALBANIA,ALB,National Bank of Greece-NBG Bank,National Bank of Greece,Commercial Banks,29108,U1,29108,U1,,Unlisted,ETHN AL TX,2003,,,,0,Active,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE
ECA,DEV,0,ALBANIA,ALB,Raiffeisen Bank Albania,Raiffeisen Bank Albania,Savings Bank,49940,C2,27101,U2,,Unlisted,SGSB AL TX,1991,,"Established in 1991. On October 28, 2004, Savings Bank of Albania was renamed Raiffeisen Bank.",,0,Active,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,AUSTRIA,AUSTRIA,AUSTRIA,AUSTRIA,AUSTRIA,AUSTRIA,AUSTRIA,AUSTRIA,AUSTRIA,AUSTRIA
ECA,DEV,0,ALBANIA,ALB,Tirana Bank SA-Banka e Tiranes Sha,Tirana Bank SA-Banka e Tiranes Sha,Commercial Banks,17266,U1,17266,U1,,Unlisted,TIRB AL TR,1996,,Established on April 1996.,,0,Active,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE,GREECE
ECA,DEV,0,ALBANIA,ALB,Union Bank Sh.a.,Union Bank Sh.a.,Commercial Banks,27521,U1,27521,U1,,Unlisted,UNAL AL TR,2006,,,,0,Active,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
MENA,DEV,0,ALGERIA,DZA,Al Rayan Algerian Bank,Al Rayan Algerian Bank,Commercial Banks,19724,U1,19724,U1,,Unlisted,,2000,2006,"In March 2006, its banking licence was revoked.",,0,Dissolved,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,QATAR,QATAR,QATAR,QATAR,QATAR,QATAR,,,,,,,,
MENA,DEV,0,ALGERIA,DZA,Albaraka of Algeria-Banque Al Baraka d'Algerie,Albaraka of Algeria-Banque Al Baraka d'Algerie,Commercial Banks,46816,U1,46816,U1,,Unlisted,BRKA DZ AL,1991,,"Established on May 20, 1991.",,0,Active,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SAUDI ARABIA,SAUDI ARABIA,SAUDI ARABIA,SAUDI ARABIA,SAUDI ARABIA,SAUDI ARABIA,SAUDI ARABIA,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN,BAHRAIN
MENA,DEV,0,ALGERIA,DZA,Gulf Bank Algeria,Algeria Gulf Bank,Commercial Banks,29148,U1,29148,U1,,Unlisted,AGUB DZ AL,2000,,,"is part of the  KIPCO Group headquartered in Kuwait with presence across the Middle East and North Africa along with a family totaling 6 Partner banks; Algeria Gulf Bank, Algeria; Jordan Kuwait Bank, Jordan; Tunis International Bank, Tunisia; Burgan Bank, Kuwait and United Gulf ",0,Active,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT,KUWAIT
MENA,DEV,0,ALGERIA,DZA,Arab Banking Corporation - Algeria,Arab Banking Corporation - Algeria,Commercial Banks,17302,U1,17302,U1,,Unlisted,ABCO DZ AL,1998,,Part of the Arab Banking Corporation,,0,Active,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA
MENA,DEV,0,ALGERIA,DZA,Banque Commerciale et Industrielle d'Algerie,Banque Commerciale et Industrielle d'Algerie,Commercial Banks,19590,U1,19590,U1,,Unlisted,,1500,2003,"In August 2003, Banque Commerciale et Industrielle d'Algerie went into liquidation after a scandal. Privately owned bank. Make domestic",,0,In liquidation,0,0,0,0,0,0,0,0,,,,,,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,,,,,,,,,,,
MENA,DEV,0,ALGERIA,DZA,Banque de Développement Local,Banque de Développement Local,Commercial Banks,36597,U1,36597,U1,Unlisted,Unlisted,BDLO DZ AL,1985,,,,1,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
MENA,DEV,0,ALGERIA,DZA,Banque de l'Agriculture et du Developpement Rural,Banque de l'Agriculture et du Developpement Rural,Commercial Banks,47134,U1,47134,U1,,Unlisted,BADR DZ AL,1982,,"Established on March 13, 1982.",,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
MENA,DEV,0,ALGERIA,DZA,Banque du Maghreb Arabe pour l'Investissement et le Commerce,Banque du Maghreb Arabe pour l'Investissement et le Commerce,Commercial Banks,48204,U1,48204,U1,,Unlisted,BMIC DZ AL,1991,,,,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA,LIBYA
MENA,DEV,0,ALGERIA,DZA,Banque Extérieure d'Algérie,Banque Extérieure d'Algérie,Commercial Banks,30940,U1,30940,U1,,Unlisted,BEXA DZ AL,1967,,Established in 1967.,,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
MENA,DEV,0,ALGERIA,DZA,Banque Nationale d'Algérie,Banque Nationale d'Algérie,Commercial Banks,30837,U1,30837,U1,,Unlisted,BNAL DZ AL,1966,,"Established on June 13, 1966.",,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
MENA,DEV,0,ALGERIA,DZA,BNP Paribas El Djazaïr,BNP Paribas El Djazaïr,Commercial Banks,39609,U1,39609,U1,,Unlisted,BNPA DZ AL,2002,,,,0,Active,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE
MENA,DEV,0,ALGERIA,DZA,Compagnie Algérienne de Banques-CAB,Compagnie Algérienne de Banques-CAB,Commercial Banks,17653,U1,17653,U1,,Unlisted,,1999,2005,"In December 2005, Compagnie Algérienne de Banques went into liquidation.",,0,In liquidation,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,,,,,,,,,
MENA,DEV,0,ALGERIA,DZA,Crédit Populaire d'Algérie,Crédit Populaire d'Algérie,Commercial Banks,30818,U1,30818,U1,,Unlisted,CPAL DZ AL,1966,,,,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
MENA,DEV,0,ALGERIA,DZA,Fransabank El Djazair SPA,Fransabank El Djazair SPA,Commercial Banks,11356,U1,11356,U1,,Unlisted,FSBK DZ AL,2006,,,,0,Active,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,LEBANON,LEBANON,LEBANON,LEBANON,LEBANON,LEBANON,LEBANON,LEBANON
MENA,DEV,0,ALGERIA,DZA,Housing Bank for Trade and Finance - Algeria,Housing Bank for Trade and Finance - Algeria,Commercial Banks,25507,U1,25507,U1,,Unlisted,,2003,,Established in 2003 as a subsidiary of Housing Bank for Trade and Finance in Jordan,,0,Active,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,JORDAN,JORDAN,JORDAN,JORDAN,JORDAN,JORDAN,JORDAN,JORDAN,JORDAN,JORDAN,JORDAN
MENA,DEV,0,ALGERIA,DZA,Natixis Algerie,Natixis Algerie,Commercial Banks,29777,U1,29777,U1,,Unlisted,,2002,,"In March 2007, Natexis Algerie changed its name to Natixis Algerie.",,0,Active,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE
MENA,DEV,0,ALGERIA,DZA,Société Générale Algérie,Société Générale Algérie,Commercial Banks,40296,U1,40296,U1,,Unlisted,SOGE DZ AL,2000,,,,0,Active,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE,FRANCE
MENA,DEV,0,ALGERIA,DZA,Trust Bank Algeria,Trust Bank Algeria,Commercial Banks,39466,U1,39466,U1,,Unlisted,TBAL DZ AL,2002,,,,0,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,"Banco BIC, SA","Banco BIC, SA",Commercial Banks,39009,U1,39009,U1,,Unlisted,BCCB AO LU,2005,,,,0,Active,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,Banco Comercial Angolano SARL - BCA,Banco Comercial Angolano SARL - BCA,Commercial Banks,18737,U1,18737,U1,,Unlisted,COML AO LU,1996,,,,0,Active,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,SOUTH AFRICA,SOUTH AFRICA,SOUTH AFRICA,SOUTH AFRICA,DOM,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,Banco Comercial do Huambo,Banco Comercial do Huambo,Commercial Banks,50740,U1,50740,U1,Unlisted,Unlisted,BCHU AO LU,2010,,,,1,Active,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,Banco Comercial Portugues Angola Branch,Banco Comercial Portugues Angola Branch,Commercial Banks,39057,U1,39057,U1,,Unlisted,,1992,2006,"In February 2006, Banco Comercial Portugues Angola Branch Office transferred all its assets and liabilities to Banco Millennium Angola SA.",,0,Dissolved,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,,,,,,,,
SSA,DEV,0,ANGOLA,AGO,"Banco de Fomento - Angola, SA - BFA","Banco de Fomento - Angola, SA - BFA",Commercial Banks,16257,U1,16257,U1,,Unlisted,BFMX AO LU,1999,,Established in June 1999.,,0,Active,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL
SSA,DEV,0,ANGOLA,AGO,Banco de Negocios Internacional SA,Banco de Negocios Internacional SA,Commercial Banks,26980,U1,26980,U1,,Unlisted,BNIC AO LU,2006,,Established in November 2006.,,0,Active,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SSA,DEV,0,ANGOLA,AGO,Banco Espirito Santo Angola SA-BESA,Banco Espirito Santo Angola SARL,Commercial Banks,16456,U1,16456,U1,,Unlisted,BESC AO LU,2001,,,,0,Active,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL
SSA,DEV,0,ANGOLA,AGO,Banco Millennium Angola SA,Banco Millennium Angola SA,Commercial Banks,25235,U1,25235,U1,,Unlisted,BCOM AO LU,2006,,"Banco Millennium Angola SA is the result in February 2006 of the transformation of Banco Comercial Portugues Angola Branch into a legal Bank, integrating all its assets and liabilities.",,0,Active,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL
SSA,DEV,0,ANGOLA,AGO,Banco Regional do Keve SARL-Banco Keve,Banco Regional do Keve SARL-Banco Keve,Commercial Banks,29323,U1,29323,U1,,Unlisted,BRDK AO LU,2003,,,,0,Active,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,Banco Sol,Banco Sol,Commercial Banks,40304,U1,40304,U1,,Unlisted,SOLO AO LU,2001,,,,0,Active,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,Banco Caixa Geral Totta de Angola SA,Banco Totta de Angola SARL,Commercial Banks,16674,U1,16674,U1,,Unlisted,TOTA AO LU,1992,,,,0,Active,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL
SSA,DEV,0,ANGOLA,AGO,BCI - Banco de Comercio e Industria,BCI - Banco de Comercio e Industria,Commercial Banks,34406,U1,34406,U1,,Unlisted,BCID AO LU,1991,,,,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,BPC - Banco de Poupança e Crédito,BPC - Banco de Poupança e Crédito,Commercial Banks,48580,U1,48580,U1,,Unlisted,BPCL AO LU,1976,,,,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
SSA,DEV,0,ANGOLA,AGO,Finibanco Angola SA,Finibanco Angola SA,Commercial Banks,15667,U1,15667,U1,Unlisted,Unlisted,FBCO AO LU,2007,,,,1,Active,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL,PORTUGAL
SSA,DEV,0,ANGOLA,AGO,Standard Bank de Angola SA,Standard Bank de Angola SA,Commercial Banks,12686,U1,12686,U1,Unlisted,Unlisted,SBIC AO LU,2010,,,,1,Active,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,SOUTH AFRICA,SOUTH AFRICA,SOUTH AFRICA,SOUTH AFRICA
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Antigua Commercial Bank,Antigua Commercial Bank,Commercial Banks,33944,C2,46408,U2,,Unlisted,ANCB AG AG,1955,,"Established on October 20, 1955.",,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Antigua Overseas Bank Ltd,Antigua Overseas Bank Ltd,Commercial Banks,36374,U1,36374,U1,,Unlisted,AOBK AG AG,1990,,Established in March 1990.,,0,"Active, no longer with accounts on Bankscope",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,UNITED KINGDOM,UNITED KINGDOM,UNITED KINGDOM,DOM,DOM,DOM,DOM
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Bank of Antigua,Bank of Antigua,Commercial Banks,44210,U1,44210,U1,,Unlisted,ANTI AG AG,1981,,"Established in 1981. In February 2009, Stanford Financial Group and other Stanford entities are currently controlled and managed by a receiver.",,0,Active (receivership),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,BOI Bank Corporation,BOI Bank Corporation,Commercial Banks,15864,U1,15864,U1,,Unlisted,,1994,,"Established on March 14, 1994. On September 7, 1999, Banco Occidental International Ltd changed its name to BOI Bank Corporation.",,0,"Active, no longer with accounts on Bankscope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Global Bank of Commerce Limited,Global Bank of Commerce Limited,Commercial Banks,40688,U1,40688,U1,,Unlisted,GBCL AG AG,1983,,,,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Madison International Bank Limited,Madison International Bank Limited,Commercial Banks,49208,U1,49208,U1,,Unlisted,,,2001,"In 2001, ceased.",,0,Dissolved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Sofisa Bank Limited,Sofisa Bank Limited,Commercial Banks,40577,U1,40577,U1,,Unlisted,,2002,,,,0,Active (receivership),,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL,BRAZIL
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Stanford International Bank Ltd,Stanford International Bank Ltd,Commercial Banks,49209,U1,49209,U1,,Unlisted,SIBP AG AG,1985,2009,"Established in December 1985. In February 2009, Stanford Financial Group and other Stanford entities are currently controlled and managed by a receiver.",,0,In liquidation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,DOM,,,,,
LAC,DEV,1,ANTIGUA AND BARBUDA,ATG,Unicorp Bank Overseas Ltd,Unicorp Bank Overseas Ltd,Commercial Banks,17441,U1,17441,U1,,Unlisted,,1500,,Subsidiary of Credicorp Bank founded in 1992 in Panama,,0,"Active, no longer with accounts on Bankscope",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA,PANAMA
LAC,EM,0,ARGENTINA,ARG,ABN Amro Bank,ABN Amro Bank,Commercial Banks,37002,U1,37002,U1,,Unlisted,ABNA AR BA,1995,2011,Established in 1995.,Acquired by Banco Comafi in 2011.,0,Dissolved,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,NETHERLANDS,UNITED KINGDOM,UNITED KINGDOM,UNITED KINGDOM,,,
